LAUS Code,statefips,countyfips,County Name/State Abbreviation,Period,labor force,Employed,Unemployed,unemployment_rate
CN5118500000000,51,185,"Tazewell County, VA",20-Mar,"15,729","14,830",899,5.7
CN5118700000000,51,187,"Warren County, VA",20-Mar,"20,740","20,060",680,3.3
CN5119100000000,51,191,"Washington County, VA",20-Mar,"26,968","25,902","1,066",4
CN5119300000000,51,193,"Westmoreland County, VA",20-Mar,"9,492","9,059",433,4.6
CN5119500000000,51,195,"Wise County, VA",20-Mar,"13,720","12,888",832,6.1
CN5119700000000,51,197,"Wythe County, VA",20-Mar,"13,725","13,009",716,5.2
CN5119900000000,51,199,"York County, VA",20-Mar,"33,188","32,166","1,022",3.1
CN5151000000000,51,510,"Alexandria city, VA",20-Mar,"103,295","100,688","2,607",2.5
CN5152000000000,51,520,"Bristol city, VA",20-Mar,"7,276","6,951",325,4.5
CN5153000000000,51,530,"Buena Vista city, VA",20-Mar,"3,727","3,618",109,2.9
CN5154000000000,51,540,"Charlottesville city, VA",20-Mar,"27,218","26,496",722,2.7
CN5155000000000,51,550,"Chesapeake city, VA",20-Mar,"124,318","120,172","4,146",3.3
CN5157000000000,51,570,"Colonial Heights city, VA",20-Mar,"8,945","8,635",310,3.5
CN5158000000000,51,580,"Covington city, VA",20-Mar,"2,466","2,308",158,6.4
CN5159000000000,51,590,"Danville city, VA",20-Mar,"19,303","18,072","1,231",6.4
CN5159500000000,51,595,"Emporia city, VA",20-Mar,"2,272","2,156",116,5.1
CN5160000000000,51,600,"Fairfax city, VA",20-Mar,"13,691","13,350",341,2.5
CN5161000000000,51,610,"Falls Church city, VA",20-Mar,"8,742","8,543",199,2.3
CN5162000000000,51,620,"Franklin city, VA",20-Mar,"3,580","3,431",149,4.2
CN5163000000000,51,630,"Fredericksburg city, VA",20-Mar,"14,443","13,910",533,3.7
CN5164000000000,51,640,"Galax city, VA",20-Mar,"3,007","2,809",198,6.6
CN5165000000000,51,650,"Hampton city, VA",20-Mar,"65,352","62,495","2,857",4.4
CN5166000000000,51,660,"Harrisonburg city, VA",20-Mar,"25,179","24,233",946,3.8
CN5167000000000,51,670,"Hopewell city, VA",20-Mar,"9,885","9,399",486,4.9
CN5167800000000,51,678,"Lexington city, VA",20-Mar,"2,145","2,040",105,4.9
CN5168000000000,51,680,"Lynchburg city, VA",20-Mar,"36,901","35,300","1,601",4.3
CN5168300000000,51,683,"Manassas city, VA",20-Mar,"22,505","21,827",678,3
CN5168500000000,51,685,"Manassas Park city, VA",20-Mar,"9,537","9,265",272,2.9
CN5169000000000,51,690,"Martinsville city, VA",20-Mar,"5,540","5,255",285,5.1
CN5170000000000,51,700,"Newport News city, VA",20-Mar,"90,356","86,569","3,787",4.2
CN5171000000000,51,710,"Norfolk city, VA",20-Mar,"113,317","108,819","4,498",4
CN5172000000000,51,720,"Norton city, VA",20-Mar,"1,712","1,620",92,5.4
CN5173000000000,51,730,"Petersburg city, VA",20-Mar,"13,356","12,462",894,6.7
CN5173500000000,51,735,"Poquoson city, VA",20-Mar,"6,419","6,234",185,2.9
CN5174000000000,51,740,"Portsmouth city, VA",20-Mar,"44,950","42,947","2,003",4.5
CN5175000000000,51,750,"Radford city, VA",20-Mar,"8,861","8,462",399,4.5
CN5176000000000,51,760,"Richmond city, VA",20-Mar,"120,511","115,874","4,637",3.8
CN5177000000000,51,770,"Roanoke city, VA",20-Mar,"49,944","48,095","1,849",3.7
CN5177500000000,51,775,"Salem city, VA",20-Mar,"13,202","12,749",453,3.4
CN5179000000000,51,790,"Staunton city, VA",20-Mar,"12,335","11,952",383,3.1
CN5180000000000,51,800,"Suffolk city, VA",20-Mar,"45,235","43,636","1,599",3.5
CN5181000000000,51,810,"Virginia Beach city, VA",20-Mar,"236,016","228,594","7,422",3.1
CN5182000000000,51,820,"Waynesboro city, VA",20-Mar,"10,796","10,441",355,3.3
CN5183000000000,51,830,"Williamsburg city, VA",20-Mar,"6,807","6,488",319,4.7
CN5184000000000,51,840,"Winchester city, VA",20-Mar,"14,923","14,432",491,3.3
CN5300100000000,53,1,"Adams County, WA",20-Mar,"8,464","7,979",485,5.7
CN5300300000000,53,3,"Asotin County, WA",20-Mar,"10,220","9,846",374,3.7
CN5300500000000,53,5,"Benton County, WA",20-Mar,"103,923","98,678","5,245",5
CN5300700000000,53,7,"Chelan County, WA",20-Mar,"42,624","40,402","2,222",5.2
CN5300900000000,53,9,"Clallam County, WA",20-Mar,"28,217","26,549","1,668",5.9
CN5301100000000,53,11,"Clark County, WA",20-Mar,"242,747","232,047","10,700",4.4
CN5301300000000,53,13,"Columbia County, WA",20-Mar,"1,728","1,636",92,5.3
CN5301500000000,53,15,"Cowlitz County, WA",20-Mar,"47,986","45,262","2,724",5.7
CN5301700000000,53,17,"Douglas County, WA",20-Mar,"20,499","19,290","1,209",5.9
CN5301900000000,53,19,"Ferry County, WA",20-Mar,"2,357","2,061",296,12.6
CN5302100000000,53,21,"Franklin County, WA",20-Mar,"42,158","39,561","2,597",6.2
CN5302300000000,53,23,"Garfield County, WA",20-Mar,770,725,45,5.8
CN5302500000000,53,25,"Grant County, WA",20-Mar,"44,589","41,488","3,101",7
CN5302700000000,53,27,"Grays Harbor County, WA",20-Mar,"28,568","26,631","1,937",6.8
CN5302900000000,53,29,"Island County, WA",20-Mar,"36,034","34,362","1,672",4.6
CN5303100000000,53,31,"Jefferson County, WA",20-Mar,"12,908","12,225",683,5.3
CN5303300000000,53,33,"King County, WA",20-Mar,"1,282,512","1,211,129","71,383",5.6
CN5303500000000,53,35,"Kitsap County, WA",20-Mar,"129,623","124,196","5,427",4.2
CN5303700000000,53,37,"Kittitas County, WA",20-Mar,"23,677","22,383","1,294",5.5
CN5303900000000,53,39,"Klickitat County, WA",20-Mar,"9,580","9,051",529,5.5
CN5304100000000,53,41,"Lewis County, WA",20-Mar,"34,412","32,290","2,122",6.2
CN5304300000000,53,43,"Lincoln County, WA",20-Mar,"4,586","4,330",256,5.6
CN5304500000000,53,45,"Mason County, WA",20-Mar,"25,326","23,777","1,549",6.1
CN5304700000000,53,47,"Okanogan County, WA",20-Mar,"18,333","16,891","1,442",7.9
CN5304900000000,53,49,"Pacific County, WA",20-Mar,"8,358","7,800",558,6.7
CN5305100000000,53,51,"Pend Oreille County, WA",20-Mar,"5,016","4,623",393,7.8
CN5305300000000,53,53,"Pierce County, WA",20-Mar,"445,908","423,923","21,985",4.9
CN5305500000000,53,55,"San Juan County, WA",20-Mar,"8,135","7,789",346,4.3
CN5305700000000,53,57,"Skagit County, WA",20-Mar,"62,319","59,096","3,223",5.2
CN5305900000000,53,59,"Skamania County, WA",20-Mar,"5,520","5,240",280,5.1
CN5306100000000,53,61,"Snohomish County, WA",20-Mar,"436,723","411,131","25,592",5.9
CN5306300000000,53,63,"Spokane County, WA",20-Mar,"257,345","244,261","13,084",5.1
CN5306500000000,53,65,"Stevens County, WA",20-Mar,"18,932","17,465","1,467",7.7
CN5306700000000,53,67,"Thurston County, WA",20-Mar,"145,437","138,675","6,762",4.6
CN5306900000000,53,69,"Wahkiakum County, WA",20-Mar,"1,325","1,233",92,6.9
CN5307100000000,53,71,"Walla Walla County, WA",20-Mar,"29,844","28,515","1,329",4.5
CN5307300000000,53,73,"Whatcom County, WA",20-Mar,"115,692","110,210","5,482",4.7
CN5307500000000,53,75,"Whitman County, WA",20-Mar,"23,788","22,897",891,3.7
CN5307700000000,53,77,"Yakima County, WA",20-Mar,"128,874","120,207","8,667",6.7
CN5400100000000,54,1,"Barbour County, WV",20-Mar,"7,576","7,004",572,7.6
CN5400300000000,54,3,"Berkeley County, WV",20-Mar,"58,770","56,583","2,187",3.7
CN5400500000000,54,5,"Boone County, WV",20-Mar,"7,668","7,078",590,7.7
CN5400700000000,54,7,"Braxton County, WV",20-Mar,"5,497","4,845",652,11.9
CN5400900000000,54,9,"Brooke County, WV",20-Mar,"10,082","9,396",686,6.8
CN5401100000000,54,11,"Cabell County, WV",20-Mar,"42,334","40,382","1,952",4.6
CN5401300000000,54,13,"Calhoun County, WV",20-Mar,"2,762","2,209",553,20
CN5401500000000,54,15,"Clay County, WV",20-Mar,"3,321","2,892",429,12.9
CN5401700000000,54,17,"Doddridge County, WV",20-Mar,"4,076","3,847",229,5.6
CN5401900000000,54,19,"Fayette County, WV",20-Mar,"16,586","15,233","1,353",8.2
CN5402100000000,54,21,"Gilmer County, WV",20-Mar,"2,516","2,272",244,9.7
CN5402300000000,54,23,"Grant County, WV",20-Mar,"6,056","5,681",375,6.2
CN5402500000000,54,25,"Greenbrier County, WV",20-Mar,"16,145","15,146",999,6.2
CN5402700000000,54,27,"Hampshire County, WV",20-Mar,"10,993","10,514",479,4.4
CN5402900000000,54,29,"Hancock County, WV",20-Mar,"13,155","12,305",850,6.5
CN5403100000000,54,31,"Hardy County, WV",20-Mar,"5,913","5,552",361,6.1
CN5403300000000,54,33,"Harrison County, WV",20-Mar,"35,374","33,355","2,019",5.7
CN5403500000000,54,35,"Jackson County, WV",20-Mar,"13,618","12,710",908,6.7
CN5403700000000,54,37,"Jefferson County, WV",20-Mar,"30,664","29,660","1,004",3.3
CN5403900000000,54,39,"Kanawha County, WV",20-Mar,"83,690","79,107","4,583",5.5
CN5404100000000,54,41,"Lewis County, WV",20-Mar,"6,704","6,128",576,8.6
CN5404300000000,54,43,"Lincoln County, WV",20-Mar,"7,466","6,839",627,8.4
CN5404500000000,54,45,"Logan County, WV",20-Mar,"11,785","10,752","1,033",8.8
CN5404700000000,54,47,"McDowell County, WV",20-Mar,"4,721","4,153",568,12
CN5404900000000,54,49,"Marion County, WV",20-Mar,"26,374","24,814","1,560",5.9
CN5405100000000,54,51,"Marshall County, WV",20-Mar,"14,316","13,026","1,290",9
CN5405300000000,54,53,"Mason County, WV",20-Mar,"10,510","9,727",783,7.5
CN5405500000000,54,55,"Mercer County, WV",20-Mar,"21,596","20,135","1,461",6.8
CN5405700000000,54,57,"Mineral County, WV",20-Mar,"12,814","12,012",802,6.3
CN5405900000000,54,59,"Mingo County, WV",20-Mar,"7,307","6,461",846,11.6
CN5406100000000,54,61,"Monongalia County, WV",20-Mar,"56,437","54,219","2,218",3.9
CN5406300000000,54,63,"Monroe County, WV",20-Mar,"6,171","5,776",395,6.4
CN5406500000000,54,65,"Morgan County, WV",20-Mar,"8,260","7,899",361,4.4
CN5406700000000,54,67,"Nicholas County, WV",20-Mar,"9,895","8,943",952,9.6
CN5406900000000,54,69,"Ohio County, WV",20-Mar,"21,112","19,889","1,223",5.8
CN5407100000000,54,71,"Pendleton County, WV",20-Mar,"3,774","3,609",165,4.4
CN5407300000000,54,73,"Pleasants County, WV",20-Mar,"3,018","2,742",276,9.1
CN5407500000000,54,75,"Pocahontas County, WV",20-Mar,"4,187","3,918",269,6.4
CN5407700000000,54,77,"Preston County, WV",20-Mar,"16,186","15,250",936,5.8
CN5407900000000,54,79,"Putnam County, WV",20-Mar,"27,351","25,956","1,395",5.1
CN5408100000000,54,81,"Raleigh County, WV",20-Mar,"30,732","28,863","1,869",6.1
CN5408300000000,54,83,"Randolph County, WV",20-Mar,"12,550","11,643",907,7.2
CN5408500000000,54,85,"Ritchie County, WV",20-Mar,"4,551","4,177",374,8.2
CN5408700000000,54,87,"Roane County, WV",20-Mar,"5,401","4,745",656,12.1
CN5408900000000,54,89,"Summers County, WV",20-Mar,"4,413","4,086",327,7.4
CN5409100000000,54,91,"Taylor County, WV",20-Mar,"8,104","7,607",497,6.1
CN5409300000000,54,93,"Tucker County, WV",20-Mar,"3,425","3,186",239,7
CN5409500000000,54,95,"Tyler County, WV",20-Mar,"3,216","2,889",327,10.2
CN5409700000000,54,97,"Upshur County, WV",20-Mar,"9,816","9,075",741,7.5
CN5409900000000,54,99,"Wayne County, WV",20-Mar,"16,277","15,174","1,103",6.8
CN5410100000000,54,101,"Webster County, WV",20-Mar,"3,493","3,158",335,9.6
CN5410300000000,54,103,"Wetzel County, WV",20-Mar,"6,836","6,195",641,9.4
CN5410500000000,54,105,"Wirt County, WV",20-Mar,"2,406","2,139",267,11.1
CN5410700000000,54,107,"Wood County, WV",20-Mar,"37,735","35,305","2,430",6.4
CN5410900000000,54,109,"Wyoming County, WV",20-Mar,"6,840","6,227",613,9
CN5500100000000,55,1,"Adams County, WI",20-Mar,"8,000","7,495",505,6.3
CN5500300000000,55,3,"Ashland County, WI",20-Mar,"7,597","7,211",386,5.1
CN5500500000000,55,5,"Barron County, WI",20-Mar,"23,943","22,828","1,115",4.7
CN5500700000000,55,7,"Bayfield County, WI",20-Mar,"7,322","6,850",472,6.4
CN5500900000000,55,9,"Brown County, WI",20-Mar,"140,385","136,293","4,092",2.9
CN5501100000000,55,11,"Buffalo County, WI",20-Mar,"6,360","6,020",340,5.3
CN5501300000000,55,13,"Burnett County, WI",20-Mar,"6,945","6,468",477,6.9
CN5501500000000,55,15,"Calumet County, WI",20-Mar,"27,084","26,377",707,2.6
CN5501700000000,55,17,"Chippewa County, WI",20-Mar,"33,367","31,789","1,578",4.7
CN5501900000000,55,19,"Clark County, WI",20-Mar,"17,506","16,895",611,3.5
CN5502100000000,55,21,"Columbia County, WI",20-Mar,"31,654","30,620","1,034",3.3
CN5502300000000,55,23,"Crawford County, WI",20-Mar,"7,408","6,997",411,5.5
CN5502500000000,55,25,"Dane County, WI",20-Mar,"321,488","314,587","6,901",2.1
CN5502700000000,55,27,"Dodge County, WI",20-Mar,"46,946","45,486","1,460",3.1
CN5502900000000,55,29,"Door County, WI",20-Mar,"13,811","13,131",680,4.9
CN5503100000000,55,31,"Douglas County, WI",20-Mar,"22,875","21,690","1,185",5.2
CN5503300000000,55,33,"Dunn County, WI",20-Mar,"24,521","23,529",992,4
CN5503500000000,55,35,"Eau Claire County, WI",20-Mar,"58,685","56,993","1,692",2.9
CN5503700000000,55,37,"Florence County, WI",20-Mar,"2,161","2,055",106,4.9
CN5503900000000,55,39,"Fond du Lac County, WI",20-Mar,"56,591","54,900","1,691",3
CN5504100000000,55,41,"Forest County, WI",20-Mar,"3,976","3,749",227,5.7
CN5504300000000,55,43,"Grant County, WI",20-Mar,"28,129","27,161",968,3.4
CN5504500000000,55,45,"Green County, WI",20-Mar,"21,053","20,391",662,3.1
CN5504700000000,55,47,"Green Lake County, WI",20-Mar,"9,002","8,584",418,4.6
CN5504900000000,55,49,"Iowa County, WI",20-Mar,"13,754","13,264",490,3.6
CN5505100000000,55,51,"Iron County, WI",20-Mar,"2,500","2,342",158,6.3
CN5505300000000,55,53,"Jackson County, WI",20-Mar,"10,091","9,596",495,4.9
CN5505500000000,55,55,"Jefferson County, WI",20-Mar,"45,650","44,161","1,489",3.3
CN5505700000000,55,57,"Juneau County, WI",20-Mar,"13,360","12,831",529,4
CN5505900000000,55,59,"Kenosha County, WI",20-Mar,"86,918","83,500","3,418",3.9
CN5506100000000,55,61,"Kewaunee County, WI",20-Mar,"10,883","10,529",354,3.3
CN5506300000000,55,63,"La Crosse County, WI",20-Mar,"65,856","64,101","1,755",2.7
CN5506500000000,55,65,"Lafayette County, WI",20-Mar,"10,082","9,781",301,3
CN5506700000000,55,67,"Langlade County, WI",20-Mar,"9,201","8,770",431,4.7
CN5506900000000,55,69,"Lincoln County, WI",20-Mar,"15,022","14,369",653,4.3
CN5507100000000,55,71,"Manitowoc County, WI",20-Mar,"40,686","39,236","1,450",3.6
CN5507300000000,55,73,"Marathon County, WI",20-Mar,"73,692","71,668","2,024",2.7
CN5507500000000,55,75,"Marinette County, WI",20-Mar,"19,212","18,240",972,5.1
CN5507700000000,55,77,"Marquette County, WI",20-Mar,"7,710","7,355",355,4.6
CN5507800000000,55,78,"Menominee County, WI",20-Mar,"1,560","1,467",93,6
CN5507900000000,55,79,"Milwaukee County, WI",20-Mar,"462,615","445,666","16,949",3.7
CN5508100000000,55,81,"Monroe County, WI",20-Mar,"23,176","22,479",697,3
CN5508300000000,55,83,"Oconto County, WI",20-Mar,"20,494","19,590",904,4.4
CN5508500000000,55,85,"Oneida County, WI",20-Mar,"17,047","16,129",918,5.4
CN5508700000000,55,87,"Outagamie County, WI",20-Mar,"101,547","98,710","2,837",2.8
CN5508900000000,55,89,"Ozaukee County, WI",20-Mar,"48,449","47,255","1,194",2.5
CN5509100000000,55,91,"Pepin County, WI",20-Mar,"4,032","3,860",172,4.3
CN5509300000000,55,93,"Pierce County, WI",20-Mar,"25,073","24,053","1,020",4.1
CN5509500000000,55,95,"Polk County, WI",20-Mar,"24,460","23,094","1,366",5.6
CN5509700000000,55,97,"Portage County, WI",20-Mar,"38,678","37,363","1,315",3.4
CN5509900000000,55,99,"Price County, WI",20-Mar,"6,347","6,054",293,4.6
CN5510100000000,55,101,"Racine County, WI",20-Mar,"96,984","92,966","4,018",4.1
CN5510300000000,55,103,"Richland County, WI",20-Mar,"9,080","8,765",315,3.5
CN5510500000000,55,105,"Rock County, WI",20-Mar,"84,583","81,348","3,235",3.8
CN5510700000000,55,107,"Rusk County, WI",20-Mar,"6,597","6,255",342,5.2
CN5510900000000,55,109,"St. Croix County, WI",20-Mar,"49,911","47,907","2,004",4
CN5511100000000,55,111,"Sauk County, WI",20-Mar,"34,994","33,859","1,135",3.2
CN5511300000000,55,113,"Sawyer County, WI",20-Mar,"7,603","7,169",434,5.7
CN5511500000000,55,115,"Shawano County, WI",20-Mar,"20,642","19,896",746,3.6
CN5511700000000,55,117,"Sheboygan County, WI",20-Mar,"60,703","59,011","1,692",2.8
CN5511900000000,55,119,"Taylor County, WI",20-Mar,"10,881","10,369",512,4.7
CN5512100000000,55,121,"Trempealeau County, WI",20-Mar,"15,774","15,094",680,4.3
CN5512300000000,55,123,"Vernon County, WI",20-Mar,"15,128","14,540",588,3.9
CN5512500000000,55,125,"Vilas County, WI",20-Mar,"9,526","9,002",524,5.5
CN5512700000000,55,127,"Walworth County, WI",20-Mar,"57,080","55,199","1,881",3.3
CN5512900000000,55,129,"Washburn County, WI",20-Mar,"7,717","7,309",408,5.3
CN5513100000000,55,131,"Washington County, WI",20-Mar,"76,567","74,452","2,115",2.8
CN5513300000000,55,133,"Waukesha County, WI",20-Mar,"222,810","216,817","5,993",2.7
CN5513500000000,55,135,"Waupaca County, WI",20-Mar,"25,574","24,700",874,3.4
CN5513700000000,55,137,"Waushara County, WI",20-Mar,"11,233","10,714",519,4.6
CN5513900000000,55,139,"Winnebago County, WI",20-Mar,"90,159","87,717","2,442",2.7
CN5514100000000,55,141,"Wood County, WI",20-Mar,"34,891","33,497","1,394",4
CN5600100000000,56,1,"Albany County, WY",20-Mar,"22,029","21,339",690,3.1
CN5600300000000,56,3,"Big Horn County, WY",20-Mar,"5,189","4,903",286,5.5
CN5600500000000,56,5,"Campbell County, WY",20-Mar,"23,566","22,600",966,4.1
CN5600700000000,56,7,"Carbon County, WY",20-Mar,"7,655","7,328",327,4.3
